id	effectiveTime	active	moduleId	conceptId	languageCode	typeId	term	caseSignificanceId
2884479015	20030731	1	900000000000207008	13559005	en	900000000000550004	A continuation of the aortic plexus that leads to the right and left hypogastric nerves	900000000000017005
2884480017	20030731	1	900000000000207008	128115005	en	900000000000550004	Any inherited disorder mimicking von Willebrand disease but lacking mutation at the VWF locus	900000000000017005
2884481018	20030731	1	900000000000207008	14766002	en	900000000000550004	Extraction using negative pressure	900000000000017005
2884482013	20030731	1	900000000000207008	128261004	en	900000000000550004	Includes pulmonary trunk and left and right main pulmonary arteries	900000000000017005
2884483015	20030731	1	900000000000207008	128419007	en	900000000000550004	Deposition of mineral in normally non mineralized tissue	900000000000017005
2884484014	20030731	1	900000000000207008	16076005	en	900000000000550004	A legal order to dispense and possibly prepare a substance or physical object	900000000000017005
2884485010	20100131	1	900000000000207008	13810000	en	900000000000550004	Dislocation present at birth	900000000000017005
2884486011	20030731	1	900000000000207008	15440009	en	900000000000550004	Amputation through a joint without cutting of bone	900000000000017005
2884487019	20030731	1	900000000000207008	128045006	en	900000000000550004	Inflammation that may involve the skin and or subcutaneous tissues, and or muscle	900000000000017005
2884487019	20140131	0	900000000000207008	128045006	en	900000000000550004	Inflammation that may involve the skin and or subcutaneous tissues, and or muscle	900000000000017005
2884488012	20030731	1	900000000000207008	128553008	en	900000000000550004	A vein located in the antecubital fossa	900000000000017005
2884489016	20030731	1	900000000000207008	14734007	en	900000000000550004	Procedure related to the administrative aspects of health care, including admission, discharge, transfer, disposition, referral, business, legal, financial, quality review, peer review, data reporting, notification, and so forth	900000000000017005
2884490013	20030731	1	900000000000207008	15807005	en	900000000000550004	A financial procedure that assesses a financial situation	900000000000017005
2884491012	20030731	1	900000000000207008	128176002	en	900000000000550004	Skin lesion, greater than 2 cm, flat, colored; differs from a macule only in size	900000000000017005
2884492017	20030731	1	900000000000207008	128177006	en	900000000000550004	Skin lesion, greater than 2 cm, flat, colored; differs from a macule only in size	900000000000017005
2884492017	20200131	0	900000000000207008	128177006	en	900000000000550004	Skin lesion, greater than 2 cm, flat, colored; differs from a macule only in size	900000000000017005
2884493010	20030731	1	900000000000207008	15398002	en	900000000000550004	An autonomic plexus that is a subdivision of the aortic plexus, or derived from it, that accompanies the ovarian artery	900000000000017005
2884494016	20030731	1	900000000000207008	1366004	en	900000000000550004	An administration into the respiratory tract by inspiration	900000000000017005
2884495015	20030731	1	900000000000207008	14792009	en	900000000000550004	An injection of indelible pigments	900000000000017005
2884496019	20030731	1	900000000000207008	128105004	en	900000000000550004	Includes true von Willebrand disease with mutation at the VWF locus, as well as mimicking disorders with other mutations (pseudo VWD) and acquired von Willebrand syndrome	900000000000017005
2884497011	20030731	1	900000000000207008	128180007	en	900000000000550004	Appendix which is oriented posteriorly and inferiorly in the pelvic cavity	900000000000017005
2884498018	20030731	1	900000000000207008	161006	en	900000000000550004	Injury due to increased heat	900000000000017005
2884499014	20030731	1	900000000000207008	15420002	en	900000000000550004	Refitting a denture by replacing the denture base while keeping the occlusal relationship of the teeth the same	900000000000017005
2884500017	20090731	1	900000000000207008	13930000	en	900000000000550004	Detection of protein in a location it should not normally be present	900000000000017005
2884500017	20200131	0	900000000000207008	13930000	en	900000000000550004	Detection of protein in a location it should not normally be present	900000000000017005
2884501018	20030731	1	900000000000207008	19359003	en	900000000000550004	A canal that runs from optic disc to lens that contains the hyaloid artery in the fetus	900000000000017005
2884502013	20030731	1	900000000000207008	34896006	en	900000000000550004	Making a cut in something	900000000000017005
2884503015	20030731	1	900000000000207008	21684005	en	900000000000550004	An autonomic plexus that is derived from the celiac plexus, more specifically renal and hypogastric plexi, that accompanies the ureteric artery to the ureter	900000000000017005
2884503015	20200131	0	900000000000207008	21684005	en	900000000000550004	An autonomic plexus that is derived from the celiac plexus, more specifically renal and hypogastric plexi, that accompanies the ureteric artery to the ureter	900000000000017005
2884504014	20030731	1	900000000000207008	19207007	en	900000000000550004	Skilled dextrous action of the hands directly applied to a body part	900000000000017005
2884504014	20180131	0	900000000000207008	19207007	en	900000000000550004	Skilled dextrous action of the hands directly applied to a body part	900000000000017005
2884505010	20030731	1	900000000000207008	20418004	en	900000000000550004	Excision of a wedge-shaped piece of tissue (often but not necessarily for diagnostic examination)	900000000000017005
2884506011	20030731	1	900000000000207008	34109009	en	900000000000550004	An autonomic plexus accompanying the femoral artery and derived from the iliac plexus	900000000000017005
2884507019	20030731	1	900000000000207008	32750006	en	900000000000550004	An exploration using the sense of sight, done with the eyes	900000000000017005
2884508012	20030731	1	900000000000207008	19384000	en	900000000000550004	High-pitched diastolic murmur heard best at left sternal border, associated with pulmonary valve insufficiency	900000000000017005
2884509016	20030731	1	900000000000207008	19168005	en	900000000000550004	Infection associated with hospitalization, not present or incubating prior to admission, but generally occurring more than 72 hours after admission	900000000000017005
2884510014	20030731	1	900000000000207008	2044003	en	900000000000550004	Nerves running from uterovaginal plexus to vagina that are both sympathetic and parasympathetic	900000000000017005
2884511013	20030731	1	900000000000207008	17630002	en	900000000000550004	A subdivision of inferior hypogastric plexus, maybe derived from it, that supplies nerves to the rectum	900000000000017005
2884512018	20030731	1	900000000000207008	18115005	en	900000000000550004	Deposition of calcium in normally non calcified tissue	900000000000017005
2884513011	20030731	1	900000000000207008	20364005	en	900000000000550004	Altered sense of hearing, other than simple decreased hearing or deafness	900000000000017005
2884514017	20030731	1	900000000000207008	31808004	en	900000000000550004	Lymph node within the lung	900000000000017005
2884515016	20070131	1	900000000000207008	17784009	en	900000000000550004	Hydrocarbon solvents with flash points above 38 degrees C	900000000000017005
2884516015	20030731	1	900000000000207008	23680005	en	900000000000550004	Disorder occurring at the site of insertion of tendons or ligaments into bones or joint capsules	900000000000017005
2884517012	20090131	1	900000000000207008	26029002	en	900000000000550004	Mild disease manifests factor VIII activity of greater than 5% of normal	900000000000017005
2884518019	20030731	1	900000000000207008	19130008	en	900000000000550004	A structure damaged by an external force	900000000000017005
2884519010	20030731	1	900000000000207008	19484001	en	900000000000550004	An incision that relieves abnormal pressure on a structure	900000000000017005
2884520016	20030731	1	900000000000207008	21143006	en	900000000000550004	Traumatic hemorrhage into heel that persists as black dots	900000000000017005
2884520016	20200131	0	900000000000207008	21143006	en	900000000000550004	Traumatic hemorrhage into heel that persists as black dots	900000000000017005
2884521017	20030731	1	900000000000207008	27925004	en	900000000000550004	A 1 to 5 cm firm lesion raised above the surface of the surrounding skin; differs from a papule only in size	900000000000017005
2884521017	20180731	0	900000000000207008	27925004	en	900000000000550004	A 1 to 5 cm firm lesion raised above the surface of the surrounding skin; differs from a papule only in size	900000000000017005
2884522012	20030731	1	900000000000207008	28644007	en	900000000000550004	Excision of an enterocele, a posterior vaginal hernia	900000000000017005
2884523019	20030731	1	900000000000207008	25694009	en	900000000000550004	A small, solid lesion, less than 1 cm in diameter, raised above the surface of the surrounding skin and hence palpable	900000000000017005
2884524013	20030731	1	900000000000207008	367522007	en	900000000000550004	Inflammation of skin adjacent to an infectious site by autoinnoculation; appears as eczematous plaque with or without vesicles	900000000000017005
2884524013	20150131	0	900000000000207008	367522007	en	900000000000550004	Inflammation of skin adjacent to an infectious site by autoinnoculation; appears as eczematous plaque with or without vesicles	900000000000017005
2884525014	20090731	1	900000000000207008	2704003	en	900000000000550004	Any disease of sudden onset AND/OR short duration	900000000000017005
2884526010	20030731	1	900000000000207008	2802005	en	900000000000550004	A dilation and stretching done by manipulation	900000000000017005
2884527018	20030731	1	900000000000207008	3100007	en	900000000000550004	Portion of tooth exposed above gums, the part above the clinical root	900000000000017005
2884528011	20030731	1	900000000000207008	27782009	en	900000000000550004	A transplantation where the donor and recipient spots are part of genetically identical organisms	900000000000017005
2884529015	20030731	1	900000000000207008	27411008	en	900000000000550004	A destruction of tissue by burning or searing with a thermal instrument, an electric current, or a caustic substance	900000000000017005
2884530013	20030731	1	900000000000207008	27941003	en	900000000000550004	Orbital structure; a fibrous ring that is the origin of the rectus muscles	900000000000017005
2884531012	20030731	1	900000000000207008	30623001	en	900000000000550004	A sudden pain, usually sharp, occurring during movement, or exacerbated by movement, and prompting cessation of movement	900000000000017005
2884532017	20030731	1	900000000000207008	29064005	en	900000000000550004	A chart-related administrative procedure that involves opening the chart	900000000000017005
2884533010	20030731	1	900000000000207008	27706005	en	900000000000550004	One of the great vessels draining venous blood from the left lung	900000000000017005
2884534016	20030731	1	900000000000207008	34810001	en	900000000000550004	The part of the oral cavity external to gums and teeth and internal to cheeks and lips	900000000000017005
2884535015	20030731	1	900000000000207008	35328001	en	900000000000550004	An unpaired autonomic plexus that is part of the celiac plexus that lies on the hepatic artery and its branches in the liver	900000000000017005
2884535015	20200131	0	900000000000207008	35328001	en	900000000000550004	An unpaired autonomic plexus that is part of the celiac plexus that lies on the hepatic artery and its branches in the liver	900000000000017005
2884536019	20030731	1	900000000000207008	32615007	en	900000000000550004	A mid-to-late diastolic murmur heard best at the cardiac apex, heard in cases of aortic insufficiency	900000000000017005
2884537011	20090131	1	900000000000207008	33344008	en	900000000000550004	Moderate disease manifests factor VIII activity of 2% to 5% of normal	900000000000017005
2884538018	20030731	1	900000000000207008	33622007	en	900000000000550004	A spontaneous cardiomyopathy of unknown etiology that affects healthy poultry	900000000000017005
2884538018	20140131	0	900000000000207008	33622007	en	900000000000550004	A spontaneous cardiomyopathy of unknown etiology that affects healthy poultry	900000000000017005
2884539014	20030731	1	900000000000207008	32350008	en	900000000000550004	Delayed transfer flap-a flap graft that is partially raised from the donor bed to permit collateral circulation of the pedicle	900000000000017005
2884539014	20220228	0	900000000000207008	32350008	en	900000000000550004	Delayed transfer flap-a flap graft that is partially raised from the donor bed to permit collateral circulation of the pedicle	900000000000017005
2884540011	20030731	1	900000000000207008	33415007	en	900000000000550004	Shell-shaped structure of lateral nasal cavity above the superior nasal turbinate, including bone and covering mucous membrane	900000000000017005
2884541010	20030731	1	900000000000207008	30021000	en	900000000000550004	Lower extremity from knee to ankle	900000000000017005
2884541010	20200131	0	900000000000207008	30021000	en	900000000000550004	Lower extremity from knee to ankle	900000000000017005
2884542015	20030731	1	900000000000207008	31201001	en	900000000000550004	Infection of perianal region of skin following abrasion, which is named for the occurrence in horsemen	900000000000017005
2884543013	20030731	1	900000000000207008	29923002	en	900000000000550004	A scraping away of thin sections	900000000000017005
2884544019	20030731	1	900000000000207008	339008	en	900000000000550004	A fluid-filled, raised, often translucent lesion, greater than 1 cm in diameter	900000000000017005
2884545018	20030731	1	900000000000207008	3324009	en	900000000000550004	A photocoagulation using a laser beam	900000000000017005
2884546017	20030731	1	900000000000207008	29836001	en	900000000000550004	The body part defined by the hip joint and surrounding structures, including the region from the iliac crest to the thigh	900000000000017005
2884547014	20030731	1	900000000000207008	32166003	en	900000000000550004	A history taken by a self-administered questionnaire	900000000000017005
2884548016	20030731	1	900000000000207008	31716004	en	900000000000550004	Category of human frozen plasma products, regardless of time from donation to freezing	900000000000017005
2884549012	20030731	1	900000000000207008	3137001	en	900000000000550004	Implantation that is being revised	900000000000017005
2884549012	20210731	0	900000000000207008	3137001	en	900000000000550004	Implantation that is being revised	900000000000017005
2884550012	20030731	1	900000000000207008	32998005	en	900000000000550004	Repair of vesicovaginal fistula	900000000000017005
2884551011	20090131	1	900000000000207008	33308003	en	900000000000550004	Disorder of back including back of neck.	900000000000017005
2884552016	20030731	1	900000000000207008	30110007	en	900000000000550004	A depression of the anterior surface of the vitreous body where the lens fits	900000000000017005
2884553014	20030731	1	900000000000207008	32485007	en	900000000000550004	Performance of the steps necessary to admit a patient to a hospital	900000000000017005
2884554015	20030731	1	900000000000207008	33553000	en	900000000000550004	An unmarried person whose spouse has died	900000000000017005
2884555019	20030731	1	900000000000207008	3377004	en	900000000000550004	Ridge on the lateral internal nasal wall due to the ethmoidal crest of the maxilla	900000000000017005
2884556018	20030731	1	900000000000207008	40983000	en	900000000000550004	Upper extremity between shoulder and elbow	900000000000017005
2884556018	20200131	0	900000000000207008	40983000	en	900000000000550004	Upper extremity between shoulder and elbow	900000000000017005
2884557010	20090731	1	900000000000207008	3720003	en	900000000000550004	Detection of hemoglobin in a location it should not normally be present	900000000000017005
2884557010	20200131	0	900000000000207008	3720003	en	900000000000550004	Detection of hemoglobin in a location it should not normally be present	900000000000017005
2884558017	20040131	1	900000000000207008	53889007	en	900000000000550004	A cataract involving the nucleus of the lens	900000000000017005
2884559013	20030731	1	900000000000207008	53892006	en	900000000000550004	Nerves in the pelvis that connect the superior hypogastric plexus to the inferior hypogastric plexus	900000000000017005
2884560015	20030731	1	900000000000207008	40587007	en	900000000000550004	Pereyra procedure: Needle suspension and suture of bladder neck for stress incontinence	900000000000017005
2884561016	20030731	1	900000000000207008	40617009	en	900000000000550004	An assistance of respiration	900000000000017005
2884562011	20030731	1	900000000000207008	3789000	en	900000000000550004	Endocrine cell of the gut	900000000000017005
2884563018	20030731	1	900000000000207008	3700004	en	900000000000550004	Intracapsular extraction of cataract using an erysiphake—an instrument used to aspirate a cataract	900000000000017005
2884563018	20200131	0	900000000000207008	3700004	en	900000000000550004	Intracapsular extraction of cataract using an erysiphake—an instrument used to aspirate a cataract	900000000000017005
2884564012	20030731	1	900000000000207008	51289009	en	900000000000550004	Entire digestive tract including mouth, esophagus, stomach, and intestines	900000000000017005
2884564012	20200131	0	900000000000207008	51289009	en	900000000000550004	Entire digestive tract including mouth, esophagus, stomach, and intestines	900000000000017005
2884565013	20030731	1	900000000000207008	37931006	en	900000000000550004	A listening to spontaneously generated body sounds	900000000000017005
2884566014	20030731	1	900000000000207008	3791008	en	900000000000550004	Right shift of the hemoglobin oxygen dissociation curve due to lower pH with increased carbon dioxide	900000000000017005
2884566014	20200131	0	900000000000207008	3791008	en	900000000000550004	Right shift of the hemoglobin oxygen dissociation curve due to lower pH with increased carbon dioxide	900000000000017005
2884567017	20030731	1	900000000000207008	35764002	en	900000000000550004	The four ventricles of the brain, including the two lateral ventricles, the third ventricle, and the fourth ventricle	900000000000017005
2884568010	20030731	1	900000000000207008	39250009	en	900000000000550004	A removal of an anatomic or pathologic structure in entirety without breakage	900000000000017005
2884569019	20030731	1	900000000000207008	36576007	en	900000000000550004	An injection that is continuous	900000000000017005
2884569019	20210731	0	900000000000207008	36576007	en	900000000000550004	An injection that is continuous	900000000000017005
2884570018	20030731	1	900000000000207008	38954004	en	900000000000550004	Tooth adapted to shear flesh	900000000000017005
2884570018	20140131	0	900000000000207008	38954004	en	900000000000550004	Tooth adapted to shear flesh	900000000000017005
2884571019	20030731	1	900000000000207008	38809004	en	900000000000550004	Vein located within the thorax	900000000000017005
2884572014	20030731	1	900000000000207008	43671000	en	900000000000550004	Nerves that supply sympathetic and parasympathetic innervation to erectile tissue of clitoris; derived from uterovaginal plexus	900000000000017005
2884573016	20030731	1	900000000000207008	43802008	en	900000000000550004	A cauterization done with thermal energy	900000000000017005
2884573016	20200131	0	900000000000207008	43802008	en	900000000000550004	A cauterization done with thermal energy	900000000000017005
2884574010	20030731	1	900000000000207008	44764005	en	900000000000550004	Crowning—preparation and covering of the natural crown of a tooth with a veneer consisting of a metal, plastic resin, or porcelain or combinations	900000000000017005
2884574010	20200131	0	900000000000207008	44764005	en	900000000000550004	Crowning—preparation and covering of the natural crown of a tooth with a veneer consisting of a metal, plastic resin, or porcelain or combinations	900000000000017005
2884575011	20040731	1	900000000000207008	44808001	en	900000000000550004	Abnormality in rhythm of heartbeat, including rate, regularity, and/or sequence of activation abnormalities	900000000000017005
2884575011	20140131	0	900000000000207008	44808001	en	900000000000550004	Abnormality in rhythm of heartbeat, including rate, regularity, and/or sequence of activation abnormalities	900000000000017005
2884576012	20030731	1	900000000000207008	42965003	en	900000000000550004	A chart related administrative procedure done by the medical records department	900000000000017005
2884577015	20090131	1	900000000000207008	42786005	en	900000000000550004	Localized swelling of the flexor pollicis longus muscle tendon that limits excursion within the tendon sheath and causes the tendon to be caught under the flexor tendon sheath, which typically causes a snap, pop or click when it releases with pressure.	900000000000017005
2884578013	20030731	1	900000000000207008	4150005	en	900000000000550004	An autonomic plexus that is a superior subdivision of the aortic plexus that runs anterior to the aorta at the level of the celiac trunk T12; contains celiac ganglia and most visceral afferents pass though it	900000000000017005
2884578013	20200131	0	900000000000207008	4150005	en	900000000000550004	An autonomic plexus that is a superior subdivision of the aortic plexus that runs anterior to the aorta at the level of the celiac trunk T12; contains celiac ganglia and most visceral afferents pass though it	900000000000017005
2884579017	20030731	1	900000000000207008	42842009	en	900000000000550004	Cardiac murmur with no significant crescendo or decrescendo	900000000000017005
2884580019	20030731	1	900000000000207008	44667005	en	900000000000550004	Skin region including some skin of finger AND some additional non finger skin	900000000000017005
2884581015	20030731	1	900000000000207008	36777000	en	900000000000550004	Removal of devitalized tissue	900000000000017005
2884581015	20211130	0	900000000000207008	36777000	en	900000000000550004	Removal of devitalized tissue	900000000000017005
2884582010	20030731	1	900000000000207008	36364006	en	900000000000550004	Two nerves that supply sympathetic and parasympathetic innervation to vascular structures of corpus cavernosum, stimulating erection; derived from prostatic plexus	900000000000017005
2884582010	20180731	0	900000000000207008	36364006	en	900000000000550004	Two nerves that supply sympathetic and parasympathetic innervation to vascular structures of corpus cavernosum, stimulating erection; derived from prostatic plexus	900000000000017005
2884583017	20030731	1	900000000000207008	4365001	en	900000000000550004	Restoring, to the extent possible, the natural anatomical structure	900000000000017005
2884583017	20220228	0	900000000000207008	4365001	en	900000000000550004	Restoring, to the extent possible, the natural anatomical structure	900000000000017005
2884584011	20030731	1	900000000000207008	40015002	en	900000000000550004	Passage of gas by anus	900000000000017005
2884584011	20200131	0	900000000000207008	40015002	en	900000000000550004	Passage of gas by anus	900000000000017005
2884585012	20030731	1	900000000000207008	4116001	en	900000000000550004	A construction of openings or fenestrae	900000000000017005
2884586013	20030731	1	900000000000207008	4592006	en	900000000000550004	A ‘galloping’ sound on cardiac auscultation because of an abnormally audible fourth heart sound	900000000000017005
2884586013	20150131	0	900000000000207008	4592006	en	900000000000550004	A ‘galloping’ sound on cardiac auscultation because of an abnormally audible fourth heart sound	900000000000017005
2884587016	20030731	1	900000000000207008	47290002	en	900000000000550004	Junglefowl	900000000000017005
2884587016	20150131	0	900000000000207008	47290002	en	900000000000550004	Junglefowl	900000000000017005
2884588014	20030731	1	900000000000207008	4905007	en	900000000000550004	Autonomic plexus with ganglia derived from inferior hypogastric plexus, that supplies uterus, vagina, ovary, erectile tissue of vestibule, and urethra	900000000000017005
2884589018	20030731	1	900000000000207008	46809006	en	900000000000550004	Excision of the fibrous, cartilaginous, or bony fusion of two or more of the tarsal bones	900000000000017005
2884590010	20030731	1	900000000000207008	47881004	en	900000000000550004	An autonomic plexus formed by the junction of the hypogastric nerve and the splanchnic nerve on each side; supplies pelvic viscera	900000000000017005
2884591014	20030731	1	900000000000207008	44248001	en	900000000000550004	Abducent nerve paralysis with contralateral hemiparesis	900000000000017005
2884592019	20030731	1	900000000000207008	4764004	en	900000000000550004	Jet ventilation phasically directs a high-velocity jet of humidified gas into the endotracheal tube at rapid frequencies, entraining additional fresh gas during insufflation	900000000000017005
2884593012	20030731	1	900000000000207008	49412003	en	900000000000550004	An autonomic plexus that is a subdivision of the celiac plexus that accompanies the adrenal artery	900000000000017005
2884593012	20200131	0	900000000000207008	49412003	en	900000000000550004	An autonomic plexus that is a subdivision of the celiac plexus that accompanies the adrenal artery	900000000000017005
2884594018	20030731	1	900000000000207008	46947000	en	900000000000550004	A manipulation done by a chiropractor	900000000000017005
2884595017	20080731	1	900000000000207008	47975008	en	900000000000550004	The root of the tongue is the posterior third, the dorsal surface of which forms the anterior wall of the oropharynx; it rests on the floor of the mouth, and the nerves and vessels that supply the intrinsic muscles of the tongue traverse it.	900000000000017005
2884596016	20030731	1	900000000000207008	48333001	en	900000000000550004	Generic burn injury, including that due to excessive heat, as well as cauterization, friction, electricity, radiation, sunlight, and other causes	900000000000017005
2884596016	20200131	0	900000000000207008	48333001	en	900000000000550004	Generic burn injury, including that due to excessive heat, as well as cauterization, friction, electricity, radiation, sunlight, and other causes	900000000000017005
2884597013	20030731	1	900000000000207008	49549006	en	900000000000550004	The eye, ocular adnexa, afferent visual pathways, efferent visual pathways, and pupil innervation pathways	900000000000017005
2884598015	20030731	1	900000000000207008	48563009	en	900000000000550004	An autonomic plexus that is a subdivision of the celiac plexus that accompanies the renal artery	900000000000017005
2884598015	20200131	0	900000000000207008	48563009	en	900000000000550004	An autonomic plexus that is a subdivision of the celiac plexus that accompanies the renal artery	900000000000017005
2884599011	20030731	1	900000000000207008	47002008	en	900000000000550004	A vesicle filled with leukocytes	900000000000017005
2884600014	20030731	1	900000000000207008	48537004	en	900000000000550004	A construction of a shunt using either biologic or synthetic material	900000000000017005
2884601013	20090131	1	900000000000207008	102482005	en	900000000000550004	Episodic childhood musculoskeletal pain, usually brief (a few minutes), intense, nocturnal, involving both legs, with no identifiable cause or sequelae.	900000000000017005
2884602018	20030731	1	900000000000207008	102704008	en	900000000000550004	Fatty acid with fewer than 10 carbon atoms	900000000000017005
2884603011	20030731	1	900000000000207008	102705009	en	900000000000550004	Fatty acid with 10 to 14 carbon atoms	900000000000017005
2884604017	20030731	1	900000000000207008	102706005	en	900000000000550004	Fatty acid with 10 or more carbon atoms	900000000000017005
2884605016	20030731	1	900000000000207008	169283005	en	900000000000550004	An observation that generates a recording made from energy of the light spectrum	900000000000017005
2884606015	20030731	1	900000000000207008	103741002	en	900000000000550004	An inspection by the passage of light through tissues or a body cavity	900000000000017005
2884607012	20030731	1	900000000000207008	107724000	en	900000000000550004	Performance of the steps necessary to transfer a patient between locations of care delivery	900000000000017005
2884608019	20030731	1	900000000000207008	184034005	en	900000000000550004	Range of sound intensity between the minimum audible intensity and the auditory pain threshold	900000000000017005
2884609010	20030731	1	900000000000207008	107733003	en	900000000000550004	Introduction of object AND/OR substance into or onto body, including injection, implantation, infusion, perfusion, transfusion, irrigation, instillation, insertion,  placement, replacement, packing, intubation, catheterization, cannulation	900000000000017005
2884609010	20120731	0	900000000000207008	107733003	en	900000000000550004	Introduction of object AND/OR substance into or onto body, including injection, implantation, infusion, perfusion, transfusion, irrigation, instillation, insertion,  placement, replacement, packing, intubation, catheterization, cannulation	900000000000017005
2884610017	20030731	1	900000000000207008	106190000	en	900000000000550004	Known to have allergic reactions to particular substance(s)	900000000000017005
2884611018	20030731	1	900000000000207008	105594005	en	900000000000550004	Burn injury due to excessive heat	900000000000017005
2884612013	20030731	1	900000000000207008	189411005	en	900000000000550004	Antemortem blood clot in the cardiovascular system	900000000000017005
2884613015	20030731	1	900000000000207008	107727007	en	900000000000550004	An administrative procedure that involves a medical record chart	900000000000017005
2884614014	20030731	1	900000000000207008	107728002	en	900000000000550004	An evaluation of a medical chart by a health care professional	900000000000017005
2884615010	20030731	1	900000000000207008	197157006	en	900000000000550004	An observation that generates a recording made from energy of the light spectrum	900000000000017005
2884615010	20150731	0	900000000000207008	197157006	en	900000000000550004	An observation that generates a recording made from energy of the light spectrum	900000000000017005
